industry_name,skill_name,skill_count,rank
Holding Companies,Information Technology,1,6
Holding Companies,Accounting/Auditing,1,6
Holding Companies,Business Development,1,6
Holding Companies,Human Resources,1,6
Holding Companies,Public Relations,1,6
Holding Companies,Writing/Editing,1,6
Home Health Care Services,Health Care Provider,15,1
Home Health Care Services,Other,4,2
Home Health Care Services,Sales,3,3
Home Health Care Services,Business Development,3,3
Home Health Care Services,Information Technology,2,5
Home Health Care Services,Administrative,1,6
Home Health Care Services,Human Resources,1,6
Home Health Care Services,Project Management,1,6
Home Health Care Services,Design,1,6
Home Health Care Services,Art/Creative,1,6
Horticulture,Project Management,1,1
Horticulture,Sales,1,1
Horticulture,Information Technology,1,1
Horticulture,Marketing,1,1
Horticulture,Manufacturing,1,1
Horticulture,Management,1,1
Hospitality,Management,1396,1
Hospitality,Manufacturing,1124,2
Hospitality,Other,331,3
Hospitality,Sales,234,4
Hospitality,Customer Service,198,5
Hospitality,Information Technology,191,6
Hospitality,Business Development,163,7
Hospitality,Marketing,115,8
Hospitality,Administrative,90,9
Hospitality,Finance,89,10
Hospitals,Health Care Provider,61,1
Hospitals,Other,13,2
Hospitals,Administrative,8,3
Hospitals,Information Technology,4,4
Hospitals,Management,3,5
Hospitals,Finance,3,5
Hospitals,Science,3,5
Hospitals,Sales,3,5
Hospitals,Analyst,2,9
Hospitals,Consulting,2,9
Hospitals,Business Development,2,9
Hospitals,Strategy/Planning,2,9
Hospitals,Customer Service,2,9
Hospitals,Research,2,9
Hospitals,Quality Assurance,2,9
Hospitals,Accounting/Auditing,2,9
Hospitals and Health Care,Health Care Provider,11749,1
Hospitals and Health Care,Other,2063,2
Hospitals and Health Care,Information Technology,1458,3
Hospitals and Health Care,Management,1201,4
Hospitals and Health Care,Manufacturing,957,5
Hospitals and Health Care,Administrative,698,6
Hospitals and Health Care,Sales,676,7
Hospitals and Health Care,Analyst,506,8
Hospitals and Health Care,Research,477,9
Hospitals and Health Care,Business Development,464,10
Hotels and Motels,Management,26,1
Hotels and Motels,Customer Service,14,2
Hotels and Motels,Sales,12,3
Hotels and Motels,Manufacturing,7,4
Hotels and Motels,General Business,6,5
Hotels and Motels,Other,5,6
Hotels and Motels,Business Development,5,6
Hotels and Motels,Strategy/Planning,5,6
Hotels and Motels,Administrative,5,6
Hotels and Motels,Information Technology,4,10
Hotels and Motels,Accounting/Auditing,4,10
Household Services,Management,2,1
Household Services,Administrative,2,1
Household Services,Manufacturing,1,3
Household and Institutional Furniture Manufacturing,Customer Service,1,1
Household and Institutional Furniture Manufacturing,Product Management,1,1
Household and Institutional Furniture Manufacturing,Administrative,1,1
Housing Programs,Accounting/Auditing,3,1
Housing Programs,Other,2,2
Housing Programs,Customer Service,2,2
Housing Programs,Analyst,2,2
Housing Programs,Administrative,2,2
Housing Programs,Manufacturing,1,6
Housing Programs,Project Management,1,6
Housing Programs,Information Technology,1,6
Housing Programs,Finance,1,6
Housing Programs,Engineering,1,6
Housing Programs,Management,1,6
Housing and Community Development,Management,6,1
Housing and Community Development,Administrative,5,2
Housing and Community Development,Project Management,4,3
Housing and Community Development,Accounting/Auditing,4,3
Housing and Community Development,Other,3,5
Housing and Community Development,Analyst,2,6
Housing and Community Development,Business Development,2,6
Housing and Community Development,Information Technology,2,6
Housing and Community Development,Sales,2,6
Housing and Community Development,Customer Service,2,6
Housing and Community Development,Strategy/Planning,2,6
Housing and Community Development,Finance,2,6
Human Resources,Health Care Provider,52,1
Human Resources,Management,21,2
Human Resources,Manufacturing,18,3
Human Resources,Information Technology,17,4
Human Resources,Human Resources,11,5
Human Resources,Engineering,8,6
Human Resources,Finance,7,7
Human Resources,Sales,7,7
Human Resources,Accounting/Auditing,5,9
Human Resources,Administrative,5,9
Human Resources,Business Development,5,9
Human Resources Services,Management,197,1
Human Resources Services,Human Resources,175,2
Human Resources Services,Information Technology,150,3
Human Resources Services,Manufacturing,146,4
Human Resources Services,Sales,130,5
Human Resources Services,Business Development,106,6
Human Resources Services,Health Care Provider,74,7
Human Resources Services,Other,72,8
Human Resources Services,Engineering,56,9
Human Resources Services,Administrative,54,10
IT Services and IT Consulting,Information Technology,5967,1
IT Services and IT Consulting,Engineering,2319,2
IT Services and IT Consulting,Sales,1365,3
IT Services and IT Consulting,Business Development,949,4
IT Services and IT Consulting,Other,696,5
IT Services and IT Consulting,Management,651,6
IT Services and IT Consulting,Consulting,574,7
IT Services and IT Consulting,Manufacturing,498,8
IT Services and IT Consulting,Project Management,386,9
IT Services and IT Consulting,Analyst,377,10
IT System Custom Software Development,Information Technology,104,1
IT System Custom Software Development,Engineering,30,2
IT System Custom Software Development,Sales,22,3
IT System Custom Software Development,Business Development,20,4
IT System Custom Software Development,Consulting,17,5
IT System Custom Software Development,Analyst,10,6
IT System Custom Software Development,Project Management,9,7
IT System Custom Software Development,General Business,8,8
IT System Custom Software Development,Other,8,8
IT System Custom Software Development,Customer Service,7,10
IT System Custom Software Development,Human Resources,7,10
IT System Data Services,Information Technology,34,1
IT System Data Services,Administrative,23,2
IT System Data Services,Accounting/Auditing,18,3
IT System Data Services,Advertising,15,4
IT System Data Services,Analyst,14,5
IT System Data Services,Engineering,10,6
IT System Data Services,Business Development,10,6
IT System Data Services,Sales,9,8
IT System Data Services,Consulting,7,9
IT System Data Services,Other,6,10
IT System Design Services,Information Technology,17,1
IT System Design Services,Engineering,7,2
IT System Design Services,Consulting,4,3
IT System Design Services,Analyst,2,4
IT System Design Services,Accounting/Auditing,2,4
IT System Design Services,Finance,1,6
IT System Design Services,Design,1,6
IT System Design Services,Business Development,1,6
IT System Design Services,Legal,1,6
IT System Design Services,Strategy/Planning,1,6
IT System Design Services,Project Management,1,6
IT System Design Services,Management,1,6
IT System Design Services,Quality Assurance,1,6
IT System Design Services,Customer Service,1,6
IT System Installation and Disposal,Information Technology,8,1
IT System Installation and Disposal,Customer Service,2,2
IT System Installation and Disposal,Engineering,2,2
IT System Installation and Disposal,Administrative,2,2
IT System Installation and Disposal,Sales,2,2
IT System Installation and Disposal,Other,2,2
IT System Installation and Disposal,Management,1,7
IT System Installation and Disposal,Project Management,1,7
IT System Installation and Disposal,Design,1,7
IT System Installation and Disposal,Business Development,1,7
IT System Installation and Disposal,Analyst,1,7
IT System Installation and Disposal,General Business,1,7
IT System Operations and Maintenance,Information Technology,30,1
IT System Operations and Maintenance,Engineering,10,2
IT System Operations and Maintenance,Analyst,5,3
IT System Operations and Maintenance,Other,4,4
IT System Operations and Maintenance,Customer Service,4,4
IT System Operations and Maintenance,Sales,3,6
IT System Operations and Maintenance,Administrative,3,6
IT System Operations and Maintenance,Product Management,2,8
IT System Operations and Maintenance,Project Management,2,8
IT System Operations and Maintenance,General Business,1,10
IT System Operations and Maintenance,Design,1,10
IT System Operations and Maintenance,Strategy/Planning,1,10
IT System Operations and Maintenance,Quality Assurance,1,10
IT System Operations and Maintenance,Management,1,10
IT System Operations and Maintenance,Manufacturing,1,10
IT System Operations and Maintenance,Consulting,1,10
IT System Operations and Maintenance,Finance,1,10
IT System Testing and Evaluation,Information Technology,29,1
IT System Testing and Evaluation,Administrative,18,2
IT System Testing and Evaluation,Advertising,16,3
IT System Testing and Evaluation,Engineering,16,3
IT System Testing and Evaluation,Accounting/Auditing,15,5
IT System Testing and Evaluation,Analyst,7,6
IT System Testing and Evaluation,Other,6,7
IT System Testing and Evaluation,Strategy/Planning,4,8
IT System Testing and Evaluation,Project Management,3,9
IT System Testing and Evaluation,Management,3,9
IT System Testing and Evaluation,Design,3,9
IT System Testing and Evaluation,Consulting,3,9
IT System Testing and Evaluation,Manufacturing,3,9
IT System Training and Support,Information Technology,12,1
IT System Training and Support,Customer Service,5,2
IT System Training and Support,Consulting,4,3
IT System Training and Support,Business Development,2,4
IT System Training and Support,Administrative,1,5
IT System Training and Support,Other,1,5
IT System Training and Support,Engineering,1,5
Individual and Family Services,Health Care Provider,169,1
Individual and Family Services,Other,102,2
Individual and Family Services,Management,41,3
Individual and Family Services,Sales,41,3
Individual and Family Services,Education,35,5
Individual and Family Services,Business Development,34,6
Individual and Family Services,Training,30,7
Individual and Family Services,Manufacturing,25,8
Individual and Family Services,Information Technology,22,9
Individual and Family Services,Administrative,21,10
Industrial Automation,Information Technology,6,1
Industrial Automation,Engineering,4,2
Industrial Automation,Manufacturing,3,3
Industrial Automation,Management,3,3
Industrial Automation,Sales,1,5
Industrial Automation,Project Management,1,5
Industrial Automation,Business Development,1,5
Industrial Machinery Manufacturing,Manufacturing,655,1
Industrial Machinery Manufacturing,Information Technology,570,2
Industrial Machinery Manufacturing,Management,531,3
Industrial Machinery Manufacturing,Engineering,466,4
Industrial Machinery Manufacturing,Sales,268,5
Industrial Machinery Manufacturing,Business Development,189,6
Industrial Machinery Manufacturing,Other,178,7
Industrial Machinery Manufacturing,Quality Assurance,107,8
Industrial Machinery Manufacturing,Finance,103,9
Industrial Machinery Manufacturing,Accounting/Auditing,98,10
Information Services,Information Technology,908,1
Information Services,Engineering,216,2
Information Services,Consulting,92,3
Information Services,Sales,91,4
Information Services,Project Management,80,5
Information Services,Other,73,6
Information Services,Business Development,70,7
Information Services,Analyst,69,8
Information Services,Strategy/Planning,35,9
Information Services,Customer Service,34,10
Information Services,Research,34,10
Information Technology & Services,Information Technology,397,1
Information Technology & Services,Engineering,166,2
Information Technology & Services,Sales,48,3
Information Technology & Services,Business Development,35,4
Information Technology & Services,Management,26,5
Information Technology & Services,Manufacturing,24,6
Information Technology & Services,Project Management,21,7
Information Technology & Services,Finance,20,8
Information Technology & Services,Analyst,19,9
Information Technology & Services,Research,17,10
Insurance,Sales,998,1
Insurance,Business Development,602,2
Insurance,Finance,565,3
Insurance,Other,444,4
Insurance,Information Technology,372,5
Insurance,Customer Service,235,6
Insurance,Analyst,195,7
Insurance,General Business,156,8
Insurance,Administrative,141,9
Insurance,Consulting,126,10
Insurance Agencies and Brokerages,Sales,42,1
Insurance Agencies and Brokerages,Business Development,26,2
Insurance Agencies and Brokerages,Customer Service,20,3
Insurance Agencies and Brokerages,Administrative,14,4
Insurance Agencies and Brokerages,Management,10,5
Insurance Agencies and Brokerages,Information Technology,9,6
Insurance Agencies and Brokerages,Consulting,7,7
Insurance Agencies and Brokerages,Engineering,6,8
Insurance Agencies and Brokerages,Finance,6,8
Insurance Agencies and Brokerages,Other,6,8
Insurance Carriers,Finance,10,1
Insurance Carriers,Accounting/Auditing,8,2
Insurance Carriers,Other,7,3
Insurance Carriers,Information Technology,6,4
Insurance Carriers,Management,6,4
Insurance Carriers,Sales,5,6
Insurance Carriers,General Business,5,6
Insurance Carriers,Administrative,4,8
Insurance Carriers,Customer Service,4,8
Insurance Carriers,Analyst,4,8
Insurance Carriers,Business Development,4,8
Insurance and Employee Benefit Funds,Sales,6,1
Insurance and Employee Benefit Funds,Administrative,6,1
Insurance and Employee Benefit Funds,Consulting,5,3
Insurance and Employee Benefit Funds,Business Development,5,3
Insurance and Employee Benefit Funds,Customer Service,5,3
Insurance and Employee Benefit Funds,Information Technology,4,6
Insurance and Employee Benefit Funds,Other,2,7
Insurance and Employee Benefit Funds,Accounting/Auditing,2,7
Insurance and Employee Benefit Funds,Human Resources,2,7
Insurance and Employee Benefit Funds,Finance,2,7
Interior Design,Design,15,1
Interior Design,Art/Creative,6,2
Interior Design,Business Development,6,2
Interior Design,Sales,6,2
Interior Design,Project Management,4,5
Interior Design,Information Technology,3,6
Interior Design,General Business,3,6
Interior Design,Management,2,8
Interior Design,Customer Service,2,8
Interior Design,Production,2,8
Interior Design,Manufacturing,2,8
Interior Design,Accounting/Auditing,2,8
Interior Design,Marketing,2,8
Interior Design,Administrative,2,8
International Affairs,Other,7,1
International Affairs,Information Technology,5,2
International Affairs,Human Resources,5,2
International Affairs,Administrative,4,4
International Affairs,Sales,4,4
International Affairs,Strategy/Planning,3,6
International Affairs,Customer Service,3,6
International Affairs,Project Management,3,6
International Affairs,Public Relations,3,6
International Affairs,General Business,2,10
International Affairs,Education,2,10
International Affairs,Analyst,2,10
International Affairs,Finance,2,10
International Affairs,Engineering,2,10
International Affairs,Business Development,2,10
International Affairs,Marketing,2,10
International Affairs,Management,2,10
International Affairs,Consulting,2,10
International Affairs,Writing/Editing,2,10
International Trade and Development,Management,49,1
International Trade and Development,Manufacturing,44,2
International Trade and Development,Other,23,3
International Trade and Development,Information Technology,22,4
International Trade and Development,Sales,17,5
International Trade and Development,Business Development,13,6
International Trade and Development,Engineering,12,7
International Trade and Development,Project Management,11,8
International Trade and Development,General Business,10,9
International Trade and Development,Consulting,8,10
Internet Marketplace Platforms,Health Care Provider,74,1
Internet Marketplace Platforms,Information Technology,35,2
Internet Marketplace Platforms,Engineering,22,3
Internet Marketplace Platforms,Other,20,4
Internet Marketplace Platforms,Marketing,18,5
Internet Marketplace Platforms,Sales,14,6
Internet Marketplace Platforms,Business Development,12,7
Internet Marketplace Platforms,Human Resources,11,8
Internet Marketplace Platforms,Management,8,9
Internet Marketplace Platforms,Manufacturing,7,10
Internet News,Information Technology,24,1
Internet News,Sales,13,2
Internet News,Analyst,12,3
Internet News,Research,12,3
Internet News,Management,10,5
Internet News,Manufacturing,10,5
Internet News,Finance,8,7
Internet News,Marketing,7,8
Internet News,Business Development,7,8
Internet News,Quality Assurance,7,8
Internet Publishing,Sales,13,1
Internet Publishing,Information Technology,10,2
Internet Publishing,Business Development,9,3
Internet Publishing,Marketing,9,3
Internet Publishing,Management,6,5
Internet Publishing,Manufacturing,6,5
Internet Publishing,Analyst,4,7
Internet Publishing,Research,3,8
Internet Publishing,Engineering,3,8
Internet Publishing,Public Relations,2,10
Internet Publishing,Writing/Editing,2,10
Internet Publishing,Finance,2,10
Internet Publishing,Accounting/Auditing,2,10
Investment Advice,Finance,14,1
Investment Advice,Sales,6,2
Investment Advice,Business Development,5,3
Investment Advice,Customer Service,3,4
Investment Advice,Other,3,4
Investment Advice,Consulting,3,4
Investment Advice,Administrative,2,7
Investment Advice,General Business,2,7
Investment Advice,Accounting/Auditing,2,7
Investment Advice,Legal,2,7
Investment Banking,Finance,279,1
Investment Banking,Information Technology,148,2
Investment Banking,Sales,133,3
Investment Banking,Analyst,104,4
Investment Banking,Other,64,5
Investment Banking,Accounting/Auditing,63,6
Investment Banking,Business Development,55,7
Investment Banking,Engineering,55,7
Investment Banking,Administrative,35,9
Investment Banking,Project Management,29,10
Investment Management,Finance,516,1
Investment Management,Sales,425,2
Investment Management,Information Technology,169,3
Investment Management,Business Development,115,4
Investment Management,Accounting/Auditing,89,5
Investment Management,Engineering,89,5
Investment Management,Analyst,71,7
Investment Management,Administrative,59,8
Investment Management,Consulting,55,9
Investment Management,Other,52,10
Janitorial Services,Management,2,1
Janitorial Services,Manufacturing,2,1
Janitorial Services,Other,1,3
Landscaping Services,Manufacturing,7,1
Landscaping Services,Management,7,1
Landscaping Services,Information Technology,2,3
Landscaping Services,Art/Creative,1,4
Landscaping Services,Sales,1,4
Landscaping Services,Business Development,1,4
Landscaping Services,Design,1,4
Landscaping Services,Project Management,1,4
Law Enforcement,Other,33,1
Law Enforcement,Information Technology,21,2
Law Enforcement,Management,18,3
Law Enforcement,Legal,12,4
Law Enforcement,Research,7,5
Law Enforcement,Manufacturing,7,5
Law Enforcement,Analyst,6,7
Law Enforcement,Health Care Provider,5,8
Law Enforcement,Education,5,8
Law Enforcement,Training,5,8
Law Practice,Legal,839,1
Law Practice,Administrative,139,2
Law Practice,Accounting/Auditing,63,3
Law Practice,Information Technology,63,3
Law Practice,Business Development,45,5
Law Practice,Human Resources,39,6
Law Practice,Other,39,6
Law Practice,Finance,36,8
Law Practice,Writing/Editing,35,9
Law Practice,Sales,33,10
Leasing Non-residential Real Estate,Sales,31,1
Leasing Non-residential Real Estate,Management,21,2
Leasing Non-residential Real Estate,Finance,19,3
Leasing Non-residential Real Estate,Business Development,18,4
Leasing Non-residential Real Estate,Administrative,16,5
Leasing Non-residential Real Estate,Accounting/Auditing,13,6
Leasing Non-residential Real Estate,Consulting,12,7
Leasing Non-residential Real Estate,Project Management,12,7
Leasing Non-residential Real Estate,Customer Service,11,9
Leasing Non-residential Real Estate,Analyst,10,10
Legal Services,Legal,676,1
Legal Services,Administrative,147,2
Legal Services,Accounting/Auditing,51,3
Legal Services,Information Technology,48,4
Legal Services,Business Development,42,5
Legal Services,Other,42,5
Legal Services,Sales,34,7
Legal Services,Management,30,8
Legal Services,Finance,27,9
Legal Services,Human Resources,27,9
Legislative Offices,Legal,3,1
Legislative Offices,Other,2,2
Legislative Offices,Manufacturing,1,3
Legislative Offices,Project Management,1,3
Legislative Offices,Consulting,1,3
Legislative Offices,Management,1,3
"Leisure, Travel & Tourism",Design,2,1
"Leisure, Travel & Tourism",Art/Creative,2,1
"Leisure, Travel & Tourism",Information Technology,2,1
"Leisure, Travel & Tourism",Sales,1,4
"Leisure, Travel & Tourism",Management,1,4
"Leisure, Travel & Tourism",Other,1,4
"Leisure, Travel & Tourism",Business Development,1,4
"Leisure, Travel & Tourism",Manufacturing,1,4
Libraries,Management,3,1
Libraries,Manufacturing,3,1
Libraries,Information Technology,1,3
Libraries,Analyst,1,3
Libraries,Other,1,3
Libraries,Finance,1,3
Libraries,Project Management,1,3
Loan Brokers,Business Development,3,1
Loan Brokers,Finance,3,1
Loan Brokers,Sales,2,3
Loan Brokers,Purchasing,1,4
Loan Brokers,Analyst,1,4
Loan Brokers,Information Technology,1,4
Luxury Goods & Jewelry,Sales,5,1
Luxury Goods & Jewelry,Information Technology,4,2
Luxury Goods & Jewelry,Business Development,4,2
Luxury Goods & Jewelry,Marketing,3,4
Luxury Goods & Jewelry,Public Relations,3,4
Luxury Goods & Jewelry,Writing/Editing,3,4
Luxury Goods & Jewelry,Design,3,4
Luxury Goods & Jewelry,Art/Creative,3,4
Machinery Manufacturing,Manufacturing,176,1
Machinery Manufacturing,Management,133,2
Machinery Manufacturing,Engineering,119,3
Machinery Manufacturing,Information Technology,103,4
Machinery Manufacturing,Sales,99,5
Machinery Manufacturing,Business Development,86,6
Machinery Manufacturing,Other,46,7
Machinery Manufacturing,Finance,30,8
Machinery Manufacturing,Accounting/Auditing,26,9
Machinery Manufacturing,Project Management,23,10
Magnetic and Optical Media Manufacturing,Engineering,2,1
Magnetic and Optical Media Manufacturing,Product Management,1,2
Magnetic and Optical Media Manufacturing,Analyst,1,2
Magnetic and Optical Media Manufacturing,Human Resources,1,2
Magnetic and Optical Media Manufacturing,Manufacturing,1,2
Magnetic and Optical Media Manufacturing,Consulting,1,2
Magnetic and Optical Media Manufacturing,Quality Assurance,1,2
Manufacturing,Manufacturing,1000,1
Manufacturing,Sales,916,2
Manufacturing,Management,751,3
Manufacturing,Engineering,474,4
Manufacturing,Business Development,420,5
Manufacturing,Information Technology,410,6
Manufacturing,Customer Service,350,7
Manufacturing,Accounting/Auditing,331,8
Manufacturing,Marketing,281,9
Manufacturing,Finance,254,10
Maritime,Sales,1,1
Maritime Transportation,Management,13,1
Maritime Transportation,Engineering,8,2
Maritime Transportation,Sales,7,3
Maritime Transportation,Manufacturing,7,3
Maritime Transportation,Information Technology,7,3
Maritime Transportation,Finance,4,6
Maritime Transportation,Project Management,4,6
Maritime Transportation,Other,3,8
Maritime Transportation,Administrative,3,8
Maritime Transportation,Strategy/Planning,3,8
Maritime Transportation,Business Development,3,8
Maritime Transportation,Accounting/Auditing,3,8
Maritime Transportation,Marketing,3,8
Market Research,Sales,40,1
Market Research,Marketing,23,2
Market Research,Research,19,3
Market Research,Business Development,14,4
Market Research,Analyst,13,5
Market Research,Information Technology,12,6
Market Research,Management,10,7
Market Research,Consulting,9,8
Market Research,Finance,9,8
Market Research,Strategy/Planning,9,8
Market Research,Engineering,9,8
Marketing Services,Marketing,258,1
Marketing Services,Sales,163,2
Marketing Services,Advertising,105,3
Marketing Services,Business Development,65,4
Marketing Services,Customer Service,41,5
Marketing Services,Public Relations,40,6
Marketing Services,Management,35,7
Marketing Services,Information Technology,29,8
Marketing Services,Project Management,25,9
Marketing Services,Writing/Editing,24,10
Mattress and Blinds Manufacturing,Engineering,1,1
Mattress and Blinds Manufacturing,Purchasing,1,1
Mattress and Blinds Manufacturing,Production,1,1
Mattress and Blinds Manufacturing,Quality Assurance,1,1
Mattress and Blinds Manufacturing,Supply Chain,1,1
Mattress and Blinds Manufacturing,Manufacturing,1,1
Measuring and Control Instrument Manufacturing,Sales,4,1
Measuring and Control Instrument Manufacturing,Engineering,3,2
Measuring and Control Instrument Manufacturing,Business Development,2,3
Measuring and Control Instrument Manufacturing,Marketing,2,3
Measuring and Control Instrument Manufacturing,Analyst,2,3
Measuring and Control Instrument Manufacturing,Science,2,3
Measuring and Control Instrument Manufacturing,Management,1,7
Measuring and Control Instrument Manufacturing,Purchasing,1,7
Measuring and Control Instrument Manufacturing,Customer Service,1,7
Measuring and Control Instrument Manufacturing,Other,1,7
Measuring and Control Instrument Manufacturing,Information Technology,1,7
Measuring and Control Instrument Manufacturing,Product Management,1,7
Meat Products Manufacturing,Manufacturing,2,1
Meat Products Manufacturing,Strategy/Planning,2,1
Meat Products Manufacturing,Sales,2,1
Meat Products Manufacturing,Human Resources,1,4
Meat Products Manufacturing,Business Development,1,4
Meat Products Manufacturing,Marketing,1,4
Meat Products Manufacturing,Production,1,4
Meat Products Manufacturing,Supply Chain,1,4
Meat Products Manufacturing,Analyst,1,4
Meat Products Manufacturing,Management,1,4
Mechanical Or Industrial Engineering,Management,12,1
Mechanical Or Industrial Engineering,Manufacturing,12,1
Mechanical Or Industrial Engineering,Information Technology,7,3
Mechanical Or Industrial Engineering,Engineering,5,4
Mechanical Or Industrial Engineering,Sales,4,5
Mechanical Or Industrial Engineering,Business Development,4,5
Mechanical Or Industrial Engineering,Finance,1,7
Mechanical Or Industrial Engineering,Quality Assurance,1,7
Mechanical Or Industrial Engineering,Accounting/Auditing,1,7
Media Production,Marketing,46,1
Media Production,Writing/Editing,29,2
Media Production,Public Relations,29,2
Media Production,Information Technology,21,4
Media Production,Other,20,5
Media Production,Sales,17,6
Media Production,Production,16,7
Media Production,Finance,15,8
Media Production,Engineering,13,9
Media Production,Product Management,12,10
Medical Device,Information Technology,17,1
Medical Device,Manufacturing,13,2
Medical Device,Sales,12,3
Medical Device,Engineering,11,4
Medical Device,Business Development,9,5
Medical Device,Management,9,5
Medical Device,Quality Assurance,5,7
Medical Device,Marketing,3,8
Medical Device,Human Resources,2,9
Medical Device,Health Care Provider,1,10
Medical Device,Research,1,10
Medical Device,Project Management,1,10
Medical Device,Production,1,10
Medical Device,Legal,1,10
Medical Device,Other,1,10
Medical Device,Analyst,1,10
Medical Device,Finance,1,10
Medical Equipment Manufacturing,Manufacturing,328,1
Medical Equipment Manufacturing,Sales,308,2
Medical Equipment Manufacturing,Information Technology,300,3
Medical Equipment Manufacturing,Engineering,275,4
Medical Equipment Manufacturing,Business Development,216,5
Medical Equipment Manufacturing,Management,213,6
Medical Equipment Manufacturing,Quality Assurance,124,7
Medical Equipment Manufacturing,Research,114,8
Medical Equipment Manufacturing,Analyst,91,9
Medical Equipment Manufacturing,Health Care Provider,85,10
Medical Practices,Health Care Provider,929,1
Medical Practices,Consulting,109,2
Medical Practices,Other,78,3
Medical Practices,Management,71,4
Medical Practices,Information Technology,64,5
Medical Practices,Administrative,52,6
Medical Practices,Manufacturing,37,7
Medical Practices,Sales,32,8
Medical Practices,Analyst,27,9
Medical Practices,Research,24,10
Medical Practices,Finance,24,10
Medical Practices,Business Development,24,10
Medical and Diagnostic Laboratories,Research,2,1
Medical and Diagnostic Laboratories,Information Technology,2,1
Medical and Diagnostic Laboratories,Analyst,2,1
Medical and Diagnostic Laboratories,Manufacturing,1,4
Medical and Diagnostic Laboratories,Management,1,4
Mental Health Care,Health Care Provider,531,1
Mental Health Care,Other,131,2
Mental Health Care,Consulting,97,3
Mental Health Care,Management,39,4
Mental Health Care,Sales,34,5
Mental Health Care,Administrative,31,6
Mental Health Care,Manufacturing,27,7
Mental Health Care,Information Technology,25,8
Mental Health Care,Human Resources,24,9
Mental Health Care,Business Development,21,10
Metal Treatments,Manufacturing,5,1
Metal Treatments,Management,4,2
Metal Treatments,Other,4,2
Metal Treatments,Engineering,3,4
Metal Treatments,Quality Assurance,2,5
Metal Treatments,Administrative,1,6
Metal Treatments,Information Technology,1,6
Metal Treatments,Production,1,6
"Metal Valve, Ball, and Roller Manufacturing",Strategy/Planning,2,1
"Metal Valve, Ball, and Roller Manufacturing",Management,2,1
"Metal Valve, Ball, and Roller Manufacturing",Business Development,2,1
Metalworking Machinery Manufacturing,Manufacturing,9,1
Metalworking Machinery Manufacturing,Engineering,4,2
Metalworking Machinery Manufacturing,Production,4,2
Metalworking Machinery Manufacturing,Management,2,4
Metalworking Machinery Manufacturing,Business Development,2,4
Metalworking Machinery Manufacturing,Sales,2,4
Metalworking Machinery Manufacturing,Supply Chain,1,7
Metalworking Machinery Manufacturing,Finance,1,7
Metalworking Machinery Manufacturing,Accounting/Auditing,1,7
Metalworking Machinery Manufacturing,Distribution,1,7
Military and International Affairs,Other,17,1
Military and International Affairs,Information Technology,5,2
Military and International Affairs,Strategy/Planning,5,2
Military and International Affairs,Management,5,2
Military and International Affairs,Engineering,4,5
Military and International Affairs,Science,3,6
Military and International Affairs,Analyst,3,6
Military and International Affairs,Manufacturing,2,8
Military and International Affairs,Writing/Editing,2,8
Military and International Affairs,Administrative,2,8
Mining,Manufacturing,83,1
Mining,Management,69,2
Mining,Engineering,64,3
Mining,Information Technology,39,4
Mining,Other,21,5
Mining,Production,19,6
Mining,Finance,16,7
Mining,Sales,14,8
Mining,Business Development,13,9
Mining,Project Management,13,9
Mining,Accounting/Auditing,13,9
Motor Vehicle Manufacturing,Manufacturing,641,1
Motor Vehicle Manufacturing,Management,530,2
Motor Vehicle Manufacturing,Sales,468,3
Motor Vehicle Manufacturing,Customer Service,364,4
Motor Vehicle Manufacturing,Engineering,360,5
Motor Vehicle Manufacturing,Information Technology,339,6
Motor Vehicle Manufacturing,Other,139,7
Motor Vehicle Manufacturing,Business Development,99,8
Motor Vehicle Manufacturing,Quality Assurance,78,9
Motor Vehicle Manufacturing,Supply Chain,58,10
Motor Vehicle Manufacturing,Finance,58,10
Motor Vehicle Parts Manufacturing,Engineering,20,1
Motor Vehicle Parts Manufacturing,Manufacturing,20,1
Motor Vehicle Parts Manufacturing,Sales,7,3
Motor Vehicle Parts Manufacturing,Information Technology,6,4
Motor Vehicle Parts Manufacturing,Project Management,6,4
Motor Vehicle Parts Manufacturing,Management,5,6
Motor Vehicle Parts Manufacturing,Design,5,6
Motor Vehicle Parts Manufacturing,Accounting/Auditing,4,8
Motor Vehicle Parts Manufacturing,Human Resources,3,9
Motor Vehicle Parts Manufacturing,Analyst,3,9
Motor Vehicle Parts Manufacturing,Administrative,3,9
Motor Vehicle Parts Manufacturing,Production,3,9
Motor Vehicle Parts Manufacturing,Business Development,3,9
"Movies, Videos, and Sound",Information Technology,8,1
"Movies, Videos, and Sound",Project Management,6,2
"Movies, Videos, and Sound",Administrative,5,3
"Movies, Videos, and Sound",Engineering,4,4
"Movies, Videos, and Sound",Advertising,3,5
"Movies, Videos, and Sound",Business Development,3,5
"Movies, Videos, and Sound",Art/Creative,3,5
"Movies, Videos, and Sound",Marketing,2,8
"Movies, Videos, and Sound",Accounting/Auditing,2,8
"Movies, Videos, and Sound",Finance,2,8
"Movies, Videos, and Sound",Management,2,8
"Movies, Videos, and Sound",Design,2,8
Museums,Administrative,3,1
Museums,Strategy/Planning,1,2
Museums,Other,1,2
Museums,Project Management,1,2
Museums,Business Development,1,2
"Museums, Historical Sites, and Zoos",Other,16,1
"Museums, Historical Sites, and Zoos",Management,15,2
"Museums, Historical Sites, and Zoos",Manufacturing,11,3
